original,translation
"Buabo ottaw hän’en da bluasloven’n’ankena da mol’itvat hänellä, omat i mol’itvat ollah lašta kyl’vet’t’iässä.
","Повитуха берет его и с благословением и молитвы, свои и молитвы есть, когда ребенка парят."
"A šidä jäl’l’ičekši ottaw, imel’däw piälakkazen, tukkazet piälakkazella dai randah i šyl’göw žen, štobi häneh n’i mi ei tartuis’, štobi hiän l’ieni’is’ čistoi lapši, šel’gien’e i valgien’e, štobi häneh n’imityš šuwdeluš ei tartuis’, n’i muijen kačahuš ei tartuis’ i l’ieniis’ hiän kun taivaškivyt.
","А затем возьмет, пососет темечко, волосики на темечке и сплюнет в сторону, чтобы ничто не пристало, чтобы ребенок был чистый, чистенький и беленький, чтобы никакая порча не пристала, ничей сглаз не пристал, и чтобы он стал как небесный камушек."
"A šidä hiän ottaw muamon čistoin šovan da ed’ipuolella helmalla i pywhkiw i šanow: kuin tädä šobua n’iken ei nähnyn pid’iäs’s’ä, n’iin i tädä lapšutta n’iken ei nägiis’ šuwvelešša, i ole šie kaiken aijan kun...
","А затем она берет чистую материнскую рубаху и вытирает ребенка передом подола, и говорит: как эту рубаху никто не видел при носке, так и этого младенца пусть никто не увидит при попытке сглазить, и пусть так будет всегда, когда…"
"- A Jormo ken tämä ol’i?
",- А Ермолай это кто?
"Hiän ol’i tytön poiga, lapši.
","Он был сыном девушки, ребенком."
"- T’iän kyläštä?
",- Из вашей деревни?
"Hiän pakkuomah toko kävel’i.
",Он попрошайничать обычно ходил.
"Hiän meilä nogol’e stanuičči, jo ol’i hiän jo i vanha, vanhah šuat, nagol’e meilä toko yölöidä magual’i.
","Он у нас всегда останавливался, уже был он старый, до старости, постоянно у нас ночевал."
"N’in ka toko jogo kerda kuin tul’i da i rubiew šanelomah omua da šes’tä kuin muamoh pikkarazena hänen prokl’an’i kaivon luona, kaivon luona hänen prokl’an’i da iče i läks’i kod’ih.
","Так вот обычно каждый раз, когда придет и начнет рассказывать свое, как его мать его прокляла около колодца, около колодца его прокляла, а сама домой отправилась."
"A lapšen ših i jät’t’i.
",А ребенка там и оставила.
"I läks’i da ei i kačahele jäl’l’es’t’i, što tulowgo jäl’l’es’t’i, Jormokši kučuttih.
","Пошла, не поглядывает и назад, что идет ли следом, Ермолаем его звали."
"Tul’i kod’ih, vuottaw, vuottaw, a Jormo že ei männyn kod’ih.
","Пришла домой, ждет, ждет, а Ермолай не пошел домой."
"Fat’t’ieči, jo pimenöw, ewle hän’däh, män’i i n’imistä ei löwvä, ei ole.
","Спохватилась, уже темнеет, нет его, пошла и нигде не нашла его, нет."
"Kunne män’i?
",Куда пошел?
"Jo kaiken kylän proid’i, a händäh i löwdän ei.
","Уж всю деревню прошла, а его не нашла."
"Händäh ei löwdännyn, a hänen pahat i kopattih šez’iin’e.
","Его не нашла, а его черти уж тут и схватили."
"Ka hiän toko i šanel’i, šanow, i rubiew šanelomah i it’kömäh i rubiew, n’in hänelläh i tol’i strašno il’i trogat’el’no, il’i midä...
","Вот он обычно и рассказывал, говорит, и начнет рассказывать и заплачет, так ему толи страшно или трогательно, или что…"
"Mie toko äššen pidän, pikkarazet ol’ima, n’in awttima it’kie tože kuin hiän.
","Я даже обычно, маленькие были, так помогали плакать тоже как он."
"I ves’ma ol’i sruas’t’i kuwnnella, ei što vain.
","И очень было страшно слушать, не только что."
"Voskalla ajaw, šielä istuw voskašša, šanow, n’iin kuin ynnäh čigana, kehno, mušta, ynnäh mušta, šanow.
","На возке едет, сидит в санях как цыган, черт, черный, совсем черный, говорит."
"Ka miwn, šanow, i otti ka šežih, voskah issutti da i läks’i.
","Так меня, говорит, и взял туда, в возок посадил да и поехал."
"N’in kuin šanow, läks’i ajamah, n’iin kuin puwloin ladvoida myöt’en i ajaw, puwladvoida myöt’en ajaw.
","Так как говорит, поехали, так как по кронам деревьев и едет, по кронам едет."
"Mie ka, šanow, issun hänenke ka šez’iin’e.
","Я вот, говорит, сижу с ним там."
"Da, a šidä, šanow, ajelemma jo šez’iin’e.
","Да, а потом, говорит, приехали уже туда."
"Ol’i jo i vielä, šanow, keräwdynnyn, nagol’e ker’iälöw lašta, ka n’iin že muoz’ie prokl’anaduloida.
","Было еще там, говорит, собравшись, постоянно собирается детей, вот таких же, которых прокляли."
