original,translation
Mɔːttɨ šerna. ,Домой зашел.
"Mɨta, qum šintɨ märeja, qum šintɨ märeja. ","Мол, человек тебя (?), человек тебя (?) (как ты остался живой?)."
Nilʼtʼiŋ ɛsa. ,Так стал.
Säːppɨlʼak ontä läpätɔːlna mɔːttɨ šerna. ,"Немного сам выскочил, домой зашел."
Poqonɨ mɔːttɨ qontɨšeŋa čʼapqošit loːsɨt muntɨk patčʼalpatɨ. ,"С улицы в дом показался, капканы чёртовы всего его порубили (поймали)."
Nʼuːqoqɨntɨ muntɨk matqɨmpa. ,На коже его все стоят.
Mɔːttɨ alʼčʼa čʼapqošilʼ tolʼ tıːrɨ. ,Домой забрался вместе с капканами.
Nɨtalʼa maːčʼo qatɔːlnɨt. ,"Сорвав, в лес побросал."
İppɨkolʼčʼimpa. ,Полеживает.
Nɨnɨ šɛːqɨntɔːtɨt. ,Потом они ночевали.
"Toptɨlʼ qarɨt innä wäšelʼä ira pičʼitɨ sɛlɨmpatɨ: čʼuqɨlit, kačʼilit. ","На второе утро поднявшись, старик топор точит: вжик-вжик (?)."
Pičʼim na sɛlɨintɨt. ,Топор наточил.
"“Toː tɨmtɨ amɨrsalʼ qäː ippɨnta, na qäːqɨnɨt qəntej”. ","‎‎“Здесь подальше береза (из которой можно сделать чашку) для еды лежит, к этой нашей березе подойдём”."
İlʼčʼatɨ ɨnnät mattɛːttɨ omtɨlʼ qumɨt qətpɔːrɨtɨ. ,Дедушка (дерево) сверху срубил по плечо сидящего человека.
Ɨlqɨnɨ kotqɨlʼlʼe koraltɨtɨ. ,Снизу он обтесал кругом.
"“Qətsanä, šintɨ qurɨlʼak ünɨsä”. ","‎‎“Внучок, давай я тебя привяжу поводком”."
"Qətsattɨ čʼam ɨpqälʼolʼna, olʼa tämtɨ lʼipɨ tıšqälʼimpɔːtɨt, muntɨk toː seppɛːnta (seppelɔːlɨptɔːt) teːmtɨ lʼiːpɨ. ","Внук только поднажал, просто так верёвки разлетелись, все отломаны (отломались) верёвочки."
"“Kusa, ilʼčʼa, mat tämtɨp kunä qontap? ","“Ну, дедушка, я верёвку откуда найду?"
Mat tämtop čʼäŋka. ,У меня верёвки нет.
Qos qajqɨt eŋa čʼəːsɨ optɨlʼ tämtɨlamɨ”. ,Где-то есть у меня тоненькая волосяная верёвочка”.
"Nasa kurreŋit, na optɨlʼ tämtɨlʼasä. ","Ею запутал (старика), этой волосяной веревочкой."
"Loːsɨ ira čʼap ɨpaŋɨtɨ miːtɨ kotɨk qənäta, toː ütteŋito loːs irap. ","Лос-ира едва нажимает, как будто замша(?) растягивается(?) (такая тянущаяся, но не рвущаяся веревка), оставил(?) чёрта-старика."
Moqonä paqta. ,Домой побежал.
Moqonä paqtɛlʼe loːs irat nälʼasa ılle qonteja. ,"Домой убежал, с чёртовой дочкой спать лёг."
Qapija čʼarɨp qäːt kontɨ lakap na qoqɨlmɨntɨtɨ. ,Такие толстые березовые корни вывернул будто бы.
Mompa qɨr. ,"Мол, кыр [кряхтит]."
Ponä lepetɔːlna. ,На улицу выскочил.
"Paŋɨsä mɨsä nilleːlʼa maːtɛːlɔːlnɨt, maːtɛːlä, silaltet toː maːtɛːlä tallaltit, tɛːmnɨntɨ lıːpɨ, mɔːttɨ iːtetɨ (čʼattetɨ). ","С ножом вместе встав(?), разрезал, разрезав, разломал, прочь разрезав, разломал, верёвочки в дом взял (бросил)."
Loːs ira kɨka qəjentɨ lıːpɨ mɔːttɨ üːkɨlʼeŋɨt. ,"Черт-старик еле дышит, (кусок)? в дом потащил/потащился(?)."
Tänɨtɨ nık kolʼumpa. ,Ум его так поворачивается/ходит(?).
Ukkur tät čʼontoːqɨt šöttɨ qənpa na ija. ,Однажды в лес пошел этот парень.
Na ija šöttɨ na qənta. ,Этот парень в лес ушел.
Nəəə! ,Ох.
Na qənta nəəə. ,"‎‎Ушел, ох."
Ukkur tät čʼontoːqɨt ɨːrɨk miːti nık ɛsɨnta. ,Однажды все еще будто так стал (сказал).
Loːsɨ ira šik nʼöŋa. ,Чёрт-старик меня преследует.
Kučʼe qatɛntak?” ,Куда денусь?”
Säː šitqo ɛšilä pontɨ sɨqɨleŋa. ,"Чёрным соболем сделавшись, на дерево залез."
Tɨntalʼ na loːs irra nʼenʼimɔːnna moqonät nɨmtɨ qälimpɨptät. ,"Тот чёрт-старик рассердился, назад там бежит."
Täp mompa:“ Kulʼ šelʼqup qəːtɨp aj kuːna qontɨŋɨt? ,"Он, мол: «А простой человек шаманской мудрости откуда найдёт?"
Tat pɛltimenan (tat pɛlitɨmpal)? ,Ты помогаешь?
Kuli šelqup qəːtɨp aj kuːna qontɨŋɨt?” ,И простой человек шаманской мудрости откуда найдёт?”
Nälʼantɨkine nılʼ toːta. ,На дочь свою такой ругается.
Suːrqıːt qoːp čʼöšsä (čʼošsä) qamtälnɨt loːs ira ɨkɨ üntinimtɨje. ,"Двух зверей уши салом залил чёрт-старик, чтобы не услышал."
Nälʼamtɨ nık soqɨnʼnʼet. ,Дочь свою так попросил.
“Täm možet kanakɨntɨ surɨlʼa üːtɛntɨtɨ. ,"“Он, может, собакам птичек отправит."
Əsɨtɨ nılʼ əːtɨrkutɨ nälʼamtɨ. ,Отец так уговаривает свою дочь.
Ətɨmɨntɨ na qumɨt surɨqij mɔːttɨ sarrejietɨ. ,"Правда, этого человека зверей на дом привязала."
Loːsɨ nɨnɨ pija na mitɨmɨntɨtɨ. ,Этот чёрт потом филина(?) догнал.
"Okkɨr čʼontoːqɨt pop na matteŋɨt, pom mattaltentetɨ, qos qäntɨt. ","Однажды дерево срубил, деревья срубал хоть как."
Čʼatkɨsä mattältentit kultälʼna. ,"Быстро срубает, догадывается/недоумевает(?)."
Tɨntena loːsɨt nälʼa qättällä tallalʼtɨlʼä aj šinet üːta. ,"Эта чёртова дочь поколотив, раскрошив, опять нас послал."
"Pijap üːtɛːtä, pija qəlʼlʼa loːsɨt mɔːtɨt pɔːrontɨ omtija. ","Филина послал, филин ушел, на крышу дома/дымовое отверстие чума(?) чёрт сел."
Pija namɨša laŋkalna loːsɨt nälʼa qos kutɨlʼ mɔːtɨt qontartɨ patqɨlna ont aj aš tɛnɨmɨt. ,"Филин так крикнул, что чёртова дочь, в какой-то край(?) дома залезла, сама даже не знает."
Qos kutɨlʼ mɔːt qontortɨ tıšqɨmɔːnna nɨrkɨmɔːlla. ,"В какой-то край дома [дочка] отлетела, испугавшись."
Suːrqı čʼap kəlʼčʼɔːtɨt: qaj jeːsʼa mompa tintena nʼüšimɨt loːsɨ ira ompä amtɨt. ,"Двое зверей только пришли в себя: что такое(?), мол, того нашего хозяина чёрт-старик вот-вот съест."
Paqtɨlʼe na qənmɨntɔːtɨt na qənnɨntɔː qəəəə. ,"Побежав, они ушли, уходили."
Ukkɨr čʼontoːqɨt mompa mat košinamɨt. ,"Однажды, мол, я (?)."
Tüŋa na tümpa. ,"Он пришел, вот пришел."
Tümɨ nɔːt ɔːlʼčʼɛnta. ,Лиственница вот-вот упадёт.
Qolʼčʼintɨt montɨ tintena suːrqımɨ qontɨšɛːntɔːtɨt. ,"Увидел, видать, те звери мои показались."
Mompa: puraaa!! ,"Мол, фас! (натравляет на хозяина зверей)."
Mol aplʼäj mol aplʼäj molə aplʼäj molə aplʼäj. ,"Мол, (вместе) съедим."
Na suːrqıp nɨː kuraltimpatɨ. ,Этих двоих зверей туда бежать отправляет.
Suːrqı tüːŋɔːtɨt tɨntɨna loːsɨ irap šitɨ miːšalnɔːqɨj. ,"Двое зверей пришли, того чёрта-старика надвое разорвали."
Loːsɨ irap končʼaeŋɨtɨ qəttɛːŋɨtɨ. ,"Черта-старика прикончили, убили."
"Ras mompa mat aːsap niːlʼ šik əːtɨsa, mat kučʼe qatɛntak? ","Раз, мол, мой отец так меня словом [попросил], я куда денусь?"
Nɨnɨ loːsɨt nälʼasa moqonä əːmɨntɨ mɔːttɨ tüːlʼe na ilɨmpɔːtɨt. ,"Потом с чёртовой дочкой домой в материнский дом придя, вот живут."
Morɨtɨ najɛnta koncatɨ. ,"Это конец, конец."
"Qatamol ütɨp ammɛːjit, ira koralʼä (/qəːlɨlʼlʼä) qənpa. ","Когда вода [замёрзла?], старик ушёл охотиться (/рыбачить)."
"Qoltɨp kušat orqälɔːlnɨt, irra qoltit qanɨŋmɨt nʼanna mantelɔːlpɨlʼä kurɨna suːrɨtqo, tä toː mantalpelʼa qəəə. ","Когда река [замёрзает?], старик по берегу реки идёт охотиться, идёт и туда[-сюда] смотрит - ой."
Ukkur čʼontoːqɨt täp qos qaj orɨčʼčʼa. ,"Однажды он [видит], кто-то [старается?]."
"Täp qaj, qup lʼi, qaj laŋkɨčʼčʼa? ","Что это, человек или кто кричит?"
Ira nık na üntɨčʼit. ,Старик так слышит.
"İnnä čʼap kɛ qatɨtɔːlka, aj ılla qənnɛːja. ","Только вверх вскарабкается, опять вниз уходит."
Aj ılla qənnɛːja. ,Опять вниз уходит.
Timte na irra konna pakta. ,Тут этот старик бежит на берег.
Čʼumpɨ nʼarqɨp pačʼčʼaltɨt. ,Длинный тальник рубит.
"Karrä iːttɨtɨ (/iːttɛːtɨ, čʼattɛːtɨ) irätkine. ","С берега берёт, (/берёт, бросает) старику."
Konna čʼap üːqɨlʼlʼɛːŋat. ,На берег только вытащил.
"Qo, qo! ","""Ой! ой!"
"Monte temqup (/kupec), kupec na tətta. ","Это же купец, богатый купец!"""
"Tat mašıp ınnä šık iːŋantɨ, qurmon nɔːnɨ, ınnä šı iːŋantɨ. ","""Ты меня наверх вытащил, от смерти меня наверх вытащил."
Mitɨ qurmon nɔːnɨ ınnä šıŋ iːŋäntɨ. ,"""Ты будто от смерти меня наверх вытащил."
"Qaj iːtal, qaj iltäːlʼ iːtal? ","Что возьмёшь, что жизненного возьмёшь?"""
"Lʼa, čʼuntɨ, ukkur ruš na montɨ čʼuntɨp tɔːqqɨmpatə, moːrətɨ aša ata. ","Ого, лошади, один русский [столько] лошадей гонит, конца не видать!"
Nɨːna tünta. ,Идёт [дальше].
"Lʼa, tɛnätɨ nık kollimɔːnna. ","""Эй"", — думает он."
Qɔːtɨ mompa čʼuntɨp iːsam ɛn uːčʼiqonoːqo. ,"""Наверное, я бы лошадь взял для работы."""
"Čʼuntɨ iːntetɨ, solotalʼ kusoktɨ toː milʼčʼiŋɨt. ","Лошадь берёт, кусок золота отдаёт."
"Nɨːnɨ na čʼunnentɨsa qənnanəəə, qənna, qənna. ","Потом с этой лошадью идёт, идёт."
"Ukkur čʼontoːqɨt ruš namɨt montɨ sɨːrɨtɨp tɔːqqɨmpat, moːrətɨ aša ata. ","Однажды видит, русский [столько] коров гонит, конца не видать."
"Lʼa, tɛnɨtɨ nık kollimɔːnna. ","""Эй"", — думает он."
Molokontoːqo (/nʼimantoːqo) sɨːrəp iːsam ɛna. ,"""Для молока я бы взял корову""."
Čʼuntɨmtɨ sɨːrɨ čʼɔːtɨ toː milʼčʼit. ,Лошадь за корову отдаёт.
"Na sɨːrɨntɨsä na qəntana, qəntanəəə. ","С этой коровой идёт, идёт."
"Qo, ukkur čʼontoːqɨt sɨpɨnčʼatɨp na montɨ tɔːqqɨmpɔːtɨt, moːrɨtɨ aša ata. ","Ой, видит, однажды свиней гонят, конца не видно."
"Nɨːnɨ nıː kətɨtɨ, lʼa sɨpɨnčʼa namɨt monta ürɨŋ ɛːŋa. ","Потом он говорит: ""Эй, свинья такая жирная!"""
Sɨpɨnčʼat čʼɔːtɨ toː miŋɨtɨ na sɨːrɨmtɨ. ,За свинью отдаёт корову.
Aj menʼalsʼa. ,Опять поменялся.
Ukkur tät čʼontoːqɨt na ruš kəːtɨpɨlʼ čʼıŋkɨtɨp tɔːqqɨmpa. ,Однажды этот русский [домашних?] лебедей гонит.
Čʼıŋkɨt čʼɔːtɨ sɨpɨnčʼamtɨ toː milʼčʼitɨ. ,За лебедя свинью отдаёт.
"Nɨːnɨ na čʼıŋkɨntɨsa na qənna, qənna moqɨnä. ","Потом с этим лебедем идёт, идёт домой."
Na čʼıŋkɨmtɨ töːkot čʼɔːtɨ toː milʼčʼiŋɨt. ,Лебедя за гуся отдаёт.
"Nɨːnɨ töːkontosä qənna, qənnanəəə. ","Потом с гусём идёт, идёт."
Ukkɨr iːralʼ lıːpɨ monpa tintena namɨt keːpɨlʼ (/keːpilʼ) mɨkatɨ türɨŋpatɨ. ,"[Видит] один старичок, который, говорят, иголку величиной с посох сделал."
Mɨka aj mɨka. ,"""[Вот] иголка так иголка!"""
"Lʼa, sajekɨtɨlʼ loːsoŋɔːk lʼaqa. ","""Эх, я безглазый чёрт, товарищ!"
"Qajem map šütqo, qaim šütqo qɔːtɨ na irat mɨkap iːsam ɛŋa. ","Что-то шить, [чтобы] что-то шить, наверное я бы у этого старика иголку взял."""
"Nɨːnɨ na mɨkantɨsä qənna, qənna. ","Потом с этой иголкой идёт, идёт."
Mɨka ürrɛːjsa. ,Иголка потерялась.
"Qət ši mɔːttɨ čʼap šeːrna, mɨka urrɛːsʼa. ","Через [сени] в дом только вошёл, как иголка потерялась."
"Na qəːt šinčʼoːqɨt na peːŋɨtɨ, püntɨrlʼä. ",В сенях ищет ощупью.
"Lʼa, mat mɨkap čʼap tatɨntap, tintena mɨka ürtentap. ","""Эх, я иголку только принёс, [как] эту иголку потерял."
Qo! ,"""Ой!"
"Imaqotaqantɨ mɔːt šeːraš, ameraš. ","К своей старухе в дом заходи, покушай""."
Nimto na jta. ,Тут и конец.
Malenʼkij umišʼa starik to. ,Небольшого ума старик-то.
"Ira ilɨmpa najtɨ mɨ, a nat ira. ",Старик жил (…).
"Ila, ila, šittɨ ijatɨ ɛːppa, iːjalʼ mɔːtɨka. ","Жил, жил, двое сыновей было, сыновий дом."
Ukkɨr tet čʼontoːqɨn loːsɨlʼ imaqota tümmɨnta. ,Однажды чертовка старуха пришла.
Sɨlʼčʼa-Pɨlʼčʼa. ,Сыльча-Пыльча.
Sɨlʼčʼa-Pɨlʼčʼa Qəš ilɨmpa. ,Сыльча-Пыльча Кэш жил.
Əmɨtɨj ɛːppɨntɨ. ,У него была мать.
Äsɨtɨ čʼaŋkɨmpa. ,Отца не было.
"Okkɨr čʼontot əmɨntɨ nı kotot (/kətɨt), əmtɨ tɨ nılʼčʼik ɛsa: “Mat qumɨlʼ peːrla qənnak. ","Однажды он матери говорит, матери говорит: ""Я пойду людей искать."
