original,translation
Тар hэлэ гунэн:,Тот сказал:
"Аhӣи эмэнэн-дэ̄, hурурэн дянтакӣ эрдэло̄н.",Росомаха свою жену оставил и ушел совсем.
Ала̄тчефкӣл.,Ждут.
hэлэ дэги hувулин эпет умӯнуптэ дюдӯн.,Вот все птицы опять собрались у него дома.
Гулдэ.,Сказали:
"«Кэлэ, нямае бакандэ?»","«Ну, нашел теплую?»"
«Э̄.,«Нет.
Дундэ hувулбэн манам эрэгэрит. —,"Всю землю обошел совсем, —"
Дундэ hувулбэн манам эрэгэрит.,Землю всю обошел совсем.
Туг-дэ̄ будеӈол биhил-тэ эдӯ».,"Так и умрем, придется здесь»."
Дэгилиттэ дюлдула̄вэр.,Разлетелись по домам.
"Сипка̄кака̄н бивкӣ анан, hуюкуко̄н.","Птичка есть такая, маленькая."
Тугэнӣвэ тугэвкӣ эдӯ.,Зимует здесь.
"«hэлэ, атырка̄н, аӈилавэр улдӣдекэл.","«Вот, старуха, шей эти самые."
Мэрдӯвэр улдӣкэл.,Шей нам.
hутэдӯвэр улдӣкэл.,Ребенку шей.
Тала hурудеӈо̄т.,Туда мы поедем.
"Мут, мит мо-риктэл-тэ hурудеӈо̄т.",Только мы с тобой пойдем.
Этэ̄п hилбара».,Не скажем».
Дянтакӣл hэhэндерӣвэтын до̄лча̄тчаран.,Подслушивает разговор росомах.
"Туӈ никэрэн-да̄, оловсӣдэл, култыритын hэргидадуктын, «Чип!» — гуннэ, гуннэ, дэгилдэн.","Потом [=так делала и] неожиданно улетела из-под их порога, сказав: «Чип!»."
"гунденэ, тэпкэлдэн этырко̄нин. —",закричал ее муж. —
Тар-да̄ мит будэп.,Мы пропали [=умерли].
Эдӯ билдеӈол биhил-тэ».,Здесь будем».
гунэн. —,сказала. —
Улэ̄киттерэн.,Он обманывает.
"Мэртын hурудэ̄вэр некэдерэ, аhӣнэн, hутэлгэлии.","Они сами хотят уйти, с женой, с ребенком."
"""Доӈотодёктын! — гундерэн дэгилвэ. —","""Пусть замерзают! — говорит про птиц. —"
Дэгил умӯнуптэ.,Птицы собрались.
"Умӯнуптэ-да̄, дэгилдэ hувулитын.",Собрались и улетели все.
"Тар дянтакӣ hа̄лдяканэм, эмэнмурэ.","Вот, когда росомаха опозорилась, они остались."
Илэ̄-кэ hурудерэ?,Куда они пойдут?
"hа̄лдяканэмил, эмэнмурэ эрдэло̄н дюкчадӯвэр.","Опозорившись, они остались навсегда в своем чуме."
Нуӈартын-ка огдоко̄ло̄вэр.,Они-то все в парках.
Он одяра тугэнӣдӯ?,Что с ними станет зимой?
Тарит-та эдӯ бидевкӣл тугэнӣвэ дянтакӣл тавэр.,Поэтому здесь находятся всю зиму эти росомахи.
hорокӣ дэгилилдэдэ̄и никэсе дэгилнун тарэ.,Глухарь тоже улететь хотел вместе с этими птицами.
"Тар эдиӈэ̄ дэгрэ, иста эва-да̄.","Не может никуда улететь, долететь."
"Угӣгит гарадук бурусё hэргӣскӣ, hиӈилгэндӯ лупаhодал.","Упал сверху с ветки , зарывшись внизу в снег."
"А̄hися эрдэло̄н тадӯ, hиӈилгэн до̄ӈин.",Заснул совсем там под снегом.
гулчо hорокӣ. —,сказал глухарь. —
Нямала̄нкэм эр hиӈилгэн до̄ӈин.,Тепло же под снегом внутри.
Тук тугэдедеӈо̄ биhим.,Так смогу перезимовать.
Тугэнӣвэ аландяӈа».,Всю зиму смогу переждать».
"Ēhалин, hарумукталин, ēhалин оётын, hарумукталин эрэгэрит hолбал осал hоӈондӯн.","Его глаза, его брови, над глазами, стали красными, когда он плакал."
"Тарит тарэ hорокӣ ēhалин, hарумукталин, ēhалин угӣдо̄тын, hарумукталин hолбамал бивкӣл.","Потому у глухаря глаза, брови сверху глаз красные."
Тук-дэ̄ эмэнмурэ.,Вот так остались они.
Эвкӣл илэ̄-дэ̄ hурурэ.,Никуда не улетают.
Тугэдефкӣл эдӯ.,Зимуют здесь.
"Туг никэсё-дэ̄, hэвэкӣнун гиркӣладевкӣ бисё.","[Так делая], дружила с Богом."
hэвэкӣ дявусадяса-тэ нуӈанман.,Бог ее держал.
Тар ӈинакинма гиркӣтэ̄десё.,Ту собаку другом считал.
"hэвэкӣ hэлэ аӈилдук, ситалдук одявкӣ бисе бэелбэ.","Бог вот из этого самого, из глины делал людей."
Аhӣвэ hэрэкэт овкӣ.,Женщину отдельно делал.
