original,translation
"Dumai, dumai: «Mänen vot ningomaha bohačoho, ödun i hebon voruin’».
","Думал, думал: «Пойду вот к такому-то богачу, заночую и украду лошадь»."
"Händast mužik sabust’.
",Его мужик догнал.
"– «Ka astun nakkana ningomaha derenaha az’ad».
",– «Да иду вот в такую-то деревню по делу».
"– «Ka minä-gi sin’n’a derenaha astun».
",– «И я в ту деревню иду».
"Sen paginan, toižen paginan otiba.
","О том, о сем говорят."
"«Astun, saab, hebod voruimaha, ningomaha pert’he».
","«Иду, говорит, лошадь красть в такой-то дом»."
"– «A minä, saab, astun sihe pert’he prihašt’ voruimaha».
","– «А я, говорит, иду в тот дом мальчика красть»."
"– «Kut sä priheižen voruid’?».
",– «Как ты мальчика украдешь?».
"– «Ka voruin, saab, muga: ehtkoižuu ištuse užinale, priheine kerdan hernub, niken ii sano ”Buid’ zdorov”, toižen kerdan hernub – niken ii sano, kuumanden kerdan hernub – ii sano, i minä öl otan necen priheižen.
","— «А украду, говорит, так: вечером сядут ужинать, мальчик раз чихнет, никто не скажет: „Будь здоров”, второй раз чихнет – никто не скажет, третий раз чихнет – не скажет, и я ночью возьму этого мальчика."
"Minä, tedad, olen čort».
","Я, знаешь ли, черт»."
"– «Nu, čort ka čort.
","– «Ну, черт так черт."
"Hüvä, tuliba.
","Ладно, пришли."
"Müžik ödui.
",Мужик остался ночевать.
"Užinale ištuihezoi.
",Сели ужинать.
"Priheine čehni hernuda kerdan, niken nimidä ii sanotud, toižen kerdan hernui, niken nimidä ii sanotud, kuumanden kerdan hernui niken nimid’ä ii sanotud.
","Мальчик чихнул раз, никто ничего не сказал, второй раз чихнул, никто ничего не сказал, третий раз чихнул, никто ничего не сказал."
"A nece mužik i sanub: «Buid’ zdorov».
",А этот мужик и говорит: «Будь здоров».
"Nece trubaspei kobegan’z’: «Hebomvor, Hebomvor!».
","Тот из трубы забранил: «Лошадиный вор, лошадиный вор»."
"«Ka mi hän kulub?»
",«Что это слышно?»
"– ižand saab.
",– говорит хозяин.
"– «Ka kulub, prihač, vot midä.
","– «А слышно, парень, вот что."
"Mini dovediše nügde jo priznaidas.
",Мне придется теперь уж признаться.
"Minä, sanob, tulin’ tijale hebod voruimaha, а minunke tuli čort necidä tiide prihašt voruimaha i sanoi vot ninga i ninga.
","Я, говорит, пришел к вам красть лошадь, а со мной пришел черт, [чтобы] украсть этого вашего мальчика, и сказал вот так и так."
"Kuume kerdad priheine hernub, niken ii sano ”Buid’ zdorov”, ka min’ä öl priheižen otan».
","Три раза мальчик чих-нет, никто не скажет: „Будь здоров”, так я ночью возьму мальчика»."
"Ka mužik hälle spasiboid’, ak spasiboid’.
","Так мужик ему спасибо [говорит], жена спасибо [говорит]."
"Mužik kod’he šarahti.
",Мужик домой прикатил.
"Hebod ii voruind, andoiba čomašti.
","Не украл лошади, дали по-хорошему."
"(Sarn)   Ende derüunas koli pap.
",(Сказка)   Однажды в деревне умер поп.
"Papid’ ele.
",Нет попа.
"Mužikoid’ enambid’ kir’häd’ niken t’edä ii.
",Из мужиков никто грамоты не знает.
"A oli mugoine hotkii mužik, Platonaks kucuiba.
","А был такой проворный мужик, Платоном звали."
"Händast papikš valičiba.
",Его и выбрали попом.
"Mugažo kir’hä ii tedand.
",Он тоже грамоты не знал.
"Mändas ristitud pagastaha.
",Приходят люди в церковь.
"Nece Platon diki sanktan knigan tob outrišpei: «Susedad, tedatei necen knigan?».
","Этот Платон несет очень толстую книгу из алтаря: «Соседи, знаете ли вы эту книгу?»."
"Sigä sanotas susedad: «Tedamei».
",– «Знаем».
"Toižen kerdan mändase pagastaha pühänpejan.
",В другой раз приходят в церковь в воскресенье.
"Möst nece Platon lähteb suren kniganke sigäpei: «Susedad, tedatei necen knigan?».
","Опять этот Платон идет оттуда с толстой книгой: «Соседи, знаете ли вы эту книгу?»."
"– «Tedamei».
",– «Знаем».
"– «Tedatei, ka ii tari lukt’a».
","– «Знаете, так и читать не надо»."
"Vüi sinnä outrihe da sanub: «Susedad...».
",Унес туда в алтарь и говорит: «Соседи...».
"Läks’ kadel’nicanke sigäpei: «Min’ minä radan, se i tii».
","Пошел оттуда с кадилом: «Что буду делать я, то и вы»."
"Hänou sapuksär’he hil’ langez’.
",Ему в голенище сапога уголек упал.
"Hän lankteiž, jougad ülähäkspei träsib.
",Он кувырнулся вверх ногами и трясет [сапог].
"Narod-gi jougad ülähäkspei, da i träsiše.
",И народ ноги кверху поднял и трясет.
"Min’ radab Platon, sen ratas i susedad.
","Что делает Платон, то делают и соседи."
"Hüvä, möst služb proidi.
","Ладно, опять служба прошла."
"Da nece Platon lähteb kniganke outrišpei: «Susedad, tedatei necen knigan?».
","Платон идет с книгой из алтаря: «Соседи, знаете ли вы эту книгу?»."
"Nu, sigä eras sanub: «Tedamei, emei tekoi, da lukt’a tariž».
","Ну, тут один и говорит: «Знаем, не знаем, а читать надо»."
"Hän saab: «Susedad, kuivakatei suhrid’, a sinä, otec d’akon, soupta iknad i verjad, lugeškandemei kuume nedalid’».
","Поп говорит: «Соседи, насушите сухарей, а ты, отец дьякон, закрой окна и двери, будем читать три недели»."
"Narod darom knig, kaik ukshe da uidiba pagastaspei.
","Народу не до книги, все к двери и ушли из церкви."
"Midä tari?
",Что делать?
"«Kuckam arherejad da žalg’amoiš, miak ninga Platon radab, necidä knigad ii luge da vu ladib pagastha soubata».
","«Давайте позовем архиерея и пожалуемся, почему Платон так делает, эту книгу не читает и еще хочет [нас] в церковь запереть»."
"Tuli arherei, arherei sanub: «Nu, Platon, probui-ko slušt’a».
","Пришел архиерей, говорит: «Ну, Платон, попробуй-ка служить»."
