original,translation
"siid oli, oi, L’ena oli toin entiä miituine poig oli.
","ой, Лена была, не знаю, как сына звали."
"Siid d’o hüö lähtedih kačo učobuoih da kai.
",Потом они пошли учиться.
"Siid mäni Lizavet Ivanouna mäni miehele, se Bred’ecan kačo d’o he iža lähti penzaile, vot.
","Лизавета Ивановна вышла замуж, а их отец вышел на пенсию."
"Siid häi mäni miehele, lähti pogostale d’o siit pogostal učii, Lizaveta Ivanouna, se Bred’ecan tütär.
","Она вышла замуж, переехала в погост, после уже в погосте учила Лизавета Ивановна, дочь Бредеца."
"Siit tüöttih...
",Потом послали...
"oli Eugen Al’eksandrouna oli.
",Евгень Александровна была.
"Vot, vot ende vie oli neččidä, keskučal, vot minä nügü ned muštan Euge Al’eksandrouna lidnaz oli.
","Вот раньше ее еще была, я это теперь помню – Евгень Александровна из города была."
"Urickuoi [Urickuoi = Urickuoil] heiden kodi vie minä tuoin kird’aižit neiččükännü muamole.
","На [улице] Урицкого (название улицы в Петрозаводске) был их дом, я еще девочкой приносила письма ее матери."
"Siit tüöttih meile d’o Ol’ga Paulouna.
",Потом прислали к нам Ольгу Павловну.
"Oli op’ät’ en tiä midä, vajehtettih meil učit’el’uoit.
","Опять-таки не знаю, почему меняли у нас учителей."
"Nu, siid d’o kačo, Ol’ga Paulouna oli, d’o minä mänim miehele, d’o Ol’ga Paulounan aiganu.
","Я вышла замуж, когда была Ольга Павловна."
"Eli školas siid meiden tagan, mоin oli učit’el’ńic en tiä mi häi oli, oligo häi vai en tiä midä a sii d’älgele, učii učii, nu učii lapsit hüvin.
","Она жила при школе, за нашим домом, такая была странная учительница – не знаю, была ли она..."
"Müöi mašinat, müöi pluat’at, oli kuldaine brusl’ette, sem müöi, vie minä hänel ostin, üheksäskümmenes rubl’as kuldaižen brusl’etan, kai en tiä mikse müöi sii häi iče lähti iäre vot.
",Она была родом из Петрозаводска.
"A siid d’o tüöttih toine, oli Klaudia, Klaudia Viktorouna oli, siit se lähti.
","Машину [швейную] продала, платья продала, был золотой браслет – его продала, я у нее купила за девяносто рублей золотой браслет – не знаю, почему все продала, и сама уехала."
"Siit pand’ih d’o Trupkin oli, mužikke oli učit’el’, nu nuori mies, Trupkinakse kirguttih.
","Затем прислали новую – Клавдию Викторовну, потом она уехала."
"A siid d’o müö lähtimme muailmale, dak en tiä kedä oli d’älgele.
","Потом назначили Трубкина учителем, мужчину, ну, молодой был человек, Трубкиным звали."
"Siid vuozi dai učit’el’nica smenittih, vuozi dai učit’el’nica smenittih.
","А после мы пошли [скитаться] по миру, так не знаю, кто был учителем."
"A se oli Eugen Al’eksandrouna da Mihal Arhangel, eto, Mihal Ivanič, da siid Bred’ec hätki ol’d’ih.
","Как год [пройдет] и учительницу заменяют, год – и учительницу заменяют."
"Siid hänen tiäh [tiäh = siah] en tiä, ken tuli, Trupkin se naverno tuli.
","А Лизавета Ивановна недолго была, она замуж вышла, за Лешу Демешина, потом и ее перевели."
"Vot mugomat oli azeid meil.
","Вместо нее Трубкин, по-моему, пришел."
"A vot siiten edelleh sinnä Lidžmile sviižuoi pruaznikuoittih simaništoz miiträinpäi pruaznikuoittih.
","А вот дальше туда – в Лижме воздвиженье праздновали, в Важенской Пристани Дмитриев день праздновали."
"Nu kai, kačo, brihad da neidižet kerävütäh nuoret, pidäu kävüdä pruaznikale, süötetäh d’uotetah ku d’oga küläs, nuorile himo.
","Ну, все молодые парни да девушки соберутся, надо сходить на праздник, угощали в каждой деревне."
"Priäžäs oli pokrou sroičampäi, Präkäs oli tavarpäi, tožo sinnä kai kerävütäh.
","В Пряже были [праздники] покров и троица, в Прякке устраивали торговый день и тоже все собирались туда."
"A siid d’o keskenäh vie ku gul’aitah da oldah ehte proidiu, siid vie sporevutah pogostan brihat Pelduoižen brihuoiden kera, siid vie torevutah.
","Когда погуляют да погостят, вечер пройдет, потом еще заспорят и подерутся между собой парни из Святозера с парнями Пелдожи."
"A Pühärven brihuoid meiden kučuttih: hebonlihan süöjät.
",А святозерских парней наши обзывали: «конеедами».
"Vot heil nü (nü ⊂ nu) nenga polučiiheze, siit ku kirgut kattil.
",Вот так и получились [прозвища].
"Kouz liennou oldu meiden rahvas poikki d’ärves üöstüttih meččäh.
","Как-то были пелдожане за озером, заблудились в лесу."
"Üöstütäh meččäh, ku tuldah d’ärven randah piäi käveltäh käveltäh, sutkad vai toižed entiä mi.
",Бродят по лесу сутки-другие.
"Tuldah d’ärven randah, a hüö d’uoksendelttih kalegile d’ärveh verkuoiden ker, kalabitah (kalabitah ~ kaletitah) randas mättähil.
","Выходят к берегу озера, приходили сюда и раньше с сетями рыбу ботать на озере, ботали вдоль берега у кустов."
"Tuldah d’ärven randah ka sanotah: oliiš tämä d’ärvi ku Pelduoižen d’ärvi ka Ladvan kukkižed lauletah.
","Так вот, приходят на берег озера и говорят: «Это озеро вроде бы как Пелдожское озеро, только петухи ладвинские поют»."
"Vot se i heil i lähtigi sanampolvi:  kukuoid lauletah.
",Вот с этого у них и пошла кличка: «ладвинские петухи».
"A pogostanuoile lähti znaačit siit pidäu heile čtobi vastata.
",А вот пелдожане решили отомстить погостчанам.
"Ka lanzih hebo töl’l’öni, siid entiä kunna sinnä uberittih.
","Их прозвище произошло [отсюда]: в Ланзи сдохла лошадь, не знаю куда ее [святозерцы] убрали."
"– Nu muštele miittumat oldih ende külät Pelduoižen lohkos, zavodimme Anuksehpiäi.
","– Ну, вспомни, какие деревни были раньше в окрестности Пелдожи, начнем в сторону Олонца."
"Anuksespiäi enzimäižeks oli Nirkke.
",В сторону Олонца первой была Нирка.
"Eli mägöü (mägöü ~ mägel),  d’ärved  ielnu,  da ni d’oged ielnu lähin.
","Деревня была на горе, озера не было, да и реки не было поблизости."
